|arrests|tags
4178|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4179|AGGRAVATED BATTERY|Battery
4180|CHECKS FORGED OR FICTITIOUS|Forgery
4181|UNLAWFUL POSSESSION OF METH|Meth
4182|PETIT THEFT|Theft
4183|OTHER DESTRUCTION TO PROPERTY|Property Damage
4184|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4185|DUI INCAPABLE OF SAFELY OPERATING|DUI
4186|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4187|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4188|OBSTRUCT LEGAL PROCESS|Obstruction
4189|STOLEN PROPERTY BUYING|Theft
4190|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4191|POSSESSION OF NARCOTICS|Narcotics
4192|UNLAWFUL POSSESSION OF METH|Meth
4193|POSSESSION OF PARAPHERNALIA|Misc Drugs
4194|FAILURE TO SIGNAL TURN|Traffic Violation
4195|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4196|DISPLAY ALTERED TAG|Traffic Violation
4197|NO PROOF OF INSURANCE|Insurance
4198|RUN STOP SIGN|Traffic Violation
4199|BATTERY DOMESTIC VIOLENCE|Battery
4200|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
4201|LIGHTS REQUIRED SUNSET TO SUNRISE|Traffic Violation
4202|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4203|EVADE/ELUDE POLICE|Elusion
4204|BIKE LITES CERTAIN HOURS|Traffic Violation
4205|BICYCLING UNDER THE INFLUENCE OF DRUGS AND/OR ALCOHOL|DUI
4206|CONSUME ALCOHOL/LIQUOR IN PUBLIC|Alcohol
4207|UNLAWFUL POSSESSION OF METH|Meth
4208|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4209|TAIL LAMPS|Traffic Violation
4210|DEFECTIVE HEADLIGHT|Traffic Violation
4211|POSSESSION OF FIREARM BY A FELON|Firearms
4212|UNLAWFUL POSSESSION OF NON NARCOTICS|Narcotics
4213|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
4214|RESIST/OBSTRUCT ARREST|Obstruction
4215|ILLEGAL RIGHT TURN|Traffic Violation
4216|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4217|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4218|PETIT THEFT|Theft
4219|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4220|DISPLAY ALTERED TAG|Traffic Violation
4221|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4222|SEAT BELT REQUIRED|Traffic Violation
4223|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4224|OTHER DESTRUCTION TO PROPERTY|Property Damage
4225|UNLAWFUL POSSESSION OF METH|Meth
4226|BATTERY|Battery
4227|RESIST/OBSTRUCT ARREST|Obstruction
4228|DOMESTIC BATTERY BODILY HARM|Battery
4229|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4230|REMAINING IN PARK AFTER HOURS|Trespass
4231|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
4232|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4233|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4234|PETIT THEFT|Theft
4235|PETIT THEFT|Theft
4236|LARCENY B SHOPLIFT|Larceny
4237|PETIT THEFT|Theft
4238|AGGRAVATED BATTERY|Battery
4239|POSSESSION OF FIREARM BY A FELON|Firearms
4240|SALE OF SEXUAL RELATIONS|Procurement
4241|PROMOTING PROSTITUTION PERMITTING USE OF HOUSE|Procurement
4242|SALE OF SEXUAL RELATIONS|Procurement
4243|PETIT THEFT|Theft
4244|POSSESSION OF NARCOTICS|Narcotics
4245|POSSESSION OF PARAPHERNALIA|Misc Drugs
4246|UNLAWFUL POSSESSION OF METH|Meth
4247|AGGRAVATED BATTERY|Battery
4248|AGGRAVATED CHILD ENDANGERMENT|Child Abuse
4249|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4250|BATTERY DOMESTIC VIOLENCE|Battery
4251|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
4252|DRIVE UNDER THE INFLUENCE|DUI
4253|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
4254|TRAFFIC CONTROL SIGNALS|Traffic Violation
4255|RUN STOP SIGN|Traffic Violation
4256|FAILURE TO SIGNAL TURN|Traffic Violation
4257|FAILURE TO DRIVE RIGHT SIDE OF ROAD 4 LANES|Traffic Violation
4258|LICENSE TO BE CARRIED AND EXHIBITED ON DEMAND|License
4259|PETIT THEFT|Theft
4260|BATTERY DOMESTIC VIOLENCE|Battery
4261|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4262|ILLEGAL TAG|Traffic Violation
4263|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4264|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4265|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4266|UNLAWFUL POSSESSION OF METH|Meth
4267|POSSESSION OF MARIJUANA|Marijuana
4268|FAILURE TO SIGNAL TURN|Traffic Violation
4269|WINDSHIELD OBSCURED|Traffic Violation
4270|AGGRAVATED ASSAULT DRIVE BY FIREARMS|Firearms
4271|INTIMIDATION|Intimidation
4272|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4273|PETIT THEFT|Theft
4274|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
4275|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4276|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4277|NO PROOF OF INSURANCE|Insurance
4278|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4279|NO PROOF OF INSURANCE|Insurance
4280|SIMPLE ASSAULT|Assault
4281|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4282|LARCENY B SHOPLIFT|Larceny
4283|RAPE CHILD 13 AND UNDER|Rape
4284|VIOLATION OF PROTECTIVE ORDER|Court Order
4285|LARCENY B SHOPLIFT|Larceny
4286|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4287|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4288|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
4289|AGGRAVATED CHILD ENDANGERMENT|Child Abuse
4290|LARCENY B SHOPLIFT|Larceny
4291|DOMESTIC BATTERY BODILY HARM|Battery
4292|CRIMINAL TRESPASS|Trespass
4293|RESIST/OBSTRUCT ARREST|Obstruction
4294|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
4295|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4296|OBSTRUCT LEGAL PROCESS|Obstruction
4297|BATTERY DOMESTIC VIOLENCE|Battery
4298|AGGRAVATED WEAPONS VIOLATION|Weapons
4299|RESIST/OBSTRUCT ARREST|Obstruction
4300|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4301|DEFECTIVE BRAKE LIGHTS|Traffic Violation
4302|FAILURE TO SIGNAL TURN|Traffic Violation
4303|BATTERY BODILY HARM|Battery
4304|AGGRAVATED INDECENT LIBERTIES WITH CHILD|Child Exploitation
4305|DUI|DUI
4306|DRIVE WRONG WAY/ONE WAY|Traffic Violation
4307|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4308|UNLAWFUL POSSESSION OF METH|Meth
4309|AGGRAVATED WEAPONS VIOLATION|Weapons
4310|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4311|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
4312|RUNAWAY|Runaway
4313|CRIMINAL TRESPASS|Trespass
4314|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4315|NO PROOF OF INSURANCE|Insurance
4316|DISPLAY ALTERED TAG|Traffic Violation
4317|LARCENY B SHOPLIFT|Larceny
4318|AGGRAVATED ASSAULT FIREARMS|Firearms
4319|ROBBERY FROM PERSON|Robbery
4320|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4321|BATTERY DOMESTIC VIOLENCE|Battery
4322|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4323|ILLEGAL TAG|Traffic Violation
4324|BATTERY DOMESTIC VIOLENCE|Battery
4325|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4326|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4327|INATTENTIVE DRIVING|Traffic Violation
4328|UNLAWFUL POSSESSION OF METH|Meth
4329|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4330|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
4331|KNOWINGLY DRIVE UNINSURED VEHICLE|Insurance
4332|PETIT THEFT|Theft
4333|CRIMINAL TRESPASS|Trespass
4334|LARCENY B FROM BUILDING|Larceny
4335|CRIMINAL TRESPASS|Trespass
4336|UNLAWFUL POSSESSION OF METH|Meth
4337|BURGLARY AGGRAVATED RESIDENCE|Burglary
4338|UNLAWFUL POSSESSION OF METH|Meth
4339|BATTERY|Battery
4340|PETIT THEFT|Theft
4341|CRIMINAL TRESPASS|Trespass
4342|BATTERY BODILY HARM DOMESTIC|Battery
4343|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
4344|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
4345|VIOLATION OF PROTECTIVE ORDER|Court Order
4346|DRIVE UNDER THE INFLUENCE|DUI
4347|OTHER DESTRUCTION TO AUTO|Property Damage
4348|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4349|BATTERY DOMESTIC VIOLENCE|Battery
4350|BATTERY DOMESTIC VIOLENCE|Battery
4351|OTHER DESTRUCTION TO PROPERTY|Property Damage
4352|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4353|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4354|DEFECTIVE HEADLIGHT|Traffic Violation
4355|DUI INCAPABLE OF SAFELY OPERATING|DUI
4356|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
4357|DRIVING WHILE REVOKED|License
4358|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4359|DUI|DUI
4360|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
4361|BATTERY|Battery
4362|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
4363|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4364|AGGRAVATED BATTERY|Battery
4365|RESIST/OBSTRUCT ARREST|Obstruction
4366|AGGRAVATED BATTERY|Battery
4367|RUNAWAY|Runaway
4368|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
4369|NO DRIVER'S LICENSE|License
4370|TAG ILLUMINATED|Traffic Violation
4371|NO DRIVER'S LICENSE|License
4372|DUI|DUI
4373|INATTENTIVE DRIVING|Traffic Violation
4374|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4375|ILLEGAL TAG|Traffic Violation
4376|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
4377|BATTERY DOMESTIC VIOLENCE|Battery
4378|CRIMINAL TRESPASS|Trespass
4379|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4380|BATTERY DOMESTIC VIOLENCE|Battery
4381|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
4382|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4383|FAILURE TO SIGNAL TURN|Traffic Violation
4384|UNLAWFUL POSSESSION OF MARIJUANA DEPRESSANT|Marijuana
4385|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
4386|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4387|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4388|CARELESS DRIVING DRIVER ACTION|Traffic Violation
4389|PETIT THEFT CONTAINING STOLEN PROPERTY|Theft
4390|INATTENTIVE DRIVING|Traffic Violation
4391|DUI INCAPABLE OF SAFELY OPERATING|DUI
4392|DUI|DUI
4393|UNLAWFUL POSSESSION OF METH|Meth
4394|BATTERY DOMESTIC VIOLENCE|Battery
4395|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4396|BATTERY DOMESTIC VIOLENCE|Battery
4397|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4398|ABDUCTION/KIDNAPPING|Kidnapping
4399|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4400|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4401|CRIMINAL TRESPASS|Trespass
4402|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4403|POSSESSION OF MARIJUANA|Marijuana
4404|PETIT THEFT|Theft
4405|RESIST/OBSTRUCT ARREST|Obstruction
4406|DOMESTIC BATTERY PHYSICAL CONTACT|Battery
4407|RUNAWAY|Runaway
4408|UNLAWFUL POSSESSION OF METH|Meth
4409|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4410|FLEE OR ATTEMPT TO ELUDE POLICE OFF|Elusion
4411|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4412|KNOWINGLY DRIVE UNINSURED VEHICLE|Insurance
4413|UNLAWFUL ACTS/ILLEGAL TAGS|Traffic Violation
4414|ILLEGAL RIGHT TURN|Traffic Violation
4415|ILLEGAL LEFT TURN|Traffic Violation
4416|POSSESSION OF NARCOTICS|Narcotics
4417|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4418|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
4419|RUNAWAY|Runaway
4420|OTHER DESTRUCTION TO PROPERTY|Property Damage
4421|BATTERY DOMESTIC VIOLENCE|Battery
4422|BATTERY PHYSICAL CONTACT/RUDE DOMESTIC|Battery
4423|POSSESSION OF FIREARM BY A FELON|Firearms
4424|BATTERY BODILY HARM DOMESTIC|Battery
4425|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
4426|RESIST/OBSTRUCT ARREST|Obstruction
4427|RUNAWAY|Runaway
4428|POSSESSION OF FIREARM BY A FELON|Firearms
4429|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4430|SPEED OVER LIMIT|Speed Limit
4431|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4432|NO PROOF OF INSURANCE|Insurance
4433|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4434|NO VALID DRIVER'S LICENSE IN POSSESSION|License
4435|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4436|ILLEGAL TAG|Traffic Violation
4437|CRIMINAL TRESPASS|Trespass
4438|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4439|BURGLARY AGGRAVATED RESIDENCE|Burglary
4440|LARCENY B FROM BUILDING|Larceny
4441|BURGLARY RESIDENCE|Burglary
4442|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
4443|UNSAFE LANE CHANGE|Traffic Violation
4444|STATIONARY EMERGENCY VEHICLE 2 LANE TRAVELING IN SAME DIRECTION CHANGE LANES|Traffic Violation
4445|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4446|NO PROOF OF INSURANCE|Insurance
4447|POSSESSION OF MARIJUANA|Marijuana
4448|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4449|TRANSPORT OPEN CONTAINER LIQUOR|Alcohol
4450|ILLEGAL TAG|Traffic Violation
4451|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
4452|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
4453|BATTERY DOMESTIC VIOLENCE|Battery
4454|AGGRAVATED ASSAULT LAW ENFORCEMENT OFFICER|Assault
4455|VIOLATION OF PROTECTIVE ORDER|Court Order
4456|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4457|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4458|RESIST/OBSTRUCT ARREST|Obstruction
4459|BATTERY DOMESTIC VIOLENCE|Battery
4460|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
4461|INTIMIDATION|Intimidation
4462|PETIT THEFT|Theft
4463|BATTERY DOMESTIC VIOLENCE|Battery
4464|BATTERY|Battery
4465|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4466|PETIT THEFT|Theft
4467|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4468|DISORDERLY CONDUCT BRAWLING/FIGHTING DOMESTIC VIOLENCE|Disturbance
4469|ROBBERY, HIGHWAY, AGGRAVATED|Robbery
4470|AGGRAVATED ASSAULT FIREARMS|Firearms
4471|AGGRAVATED ASSAULT FIREARMS|Firearms
4472|POSSESSION OF FIREARM BY A FELON|Firearms
4473|CRIMINAL TRESPASS|Trespass
4474|UNLAWFUL POSSESSION OF METH|Meth
4475|POSSESSION OF PARAPHERNALIA|Misc Drugs
4476|BATTERY OF LAW ENFORCEMENT OFFICER|Battery
4477|TRESPASS PRIVATE PROPERTY DEFY RESTRAINING ORDER DOMESTIC VIOLENCE|Court Order
4478|VIOLATION OF PROTECTIVE ORDER DOMESTIC VIOLENCE|Court Order
4479|PETIT THEFT|Theft
4480|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4481|NO PROOF OF INSURANCE|Insurance
4482|ILLEGAL TAG|Traffic Violation
4483|CHILD RESTRAINT|Traffic Violation
4484|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4485|POSSESSION OF MARIJUANA|Marijuana
4486|POSSESSION OF NARCOTICS|Narcotics
4487|POSSESSION OF FIREARM BY A FELON|Firearms
4488|POSSESSION OF NARCOTICS|Narcotics
4489|POSSESSION OF MARIJUANA|Marijuana
4490|UNLAWFUL POSSESSION OF METH|Meth
4491|POSSESSION OF PARAPHERNALIA|Misc Drugs
4492|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4493|NO PROOF OF INSURANCE|Insurance
4494|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4495|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4496|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4497|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4498|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4499|THEFT OF PROPERTY/SERVICE|Theft
4500|CRIMINAL DAMAGE TO PROPERTY|Property Damage
4501|INTIMIDATION|Intimidation
4502|SIMPLE ASSAULT|Assault
4503|OTHER DESTRUCTION TO PROPERTY|Property Damage
4504|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
4505|AUTO THEFT NOT RECOVERED|Theft
4506|AGGRAVATED BATTERY|Battery
4507|PETIT THEFT|Theft
4508|DOMESTIC BATTERY BODILY HARM|Battery
4509|ROBBERY, BANK, AGGRAVATED|Robbery
4510|FALSE POLICE REPORT|Interference
4511|LARCENY B SHOPLIFT|Larceny
4512|AGGRAVATED ASSAULT/DOMESTIC VIOLENCE|Assault
4513|DUI|DUI
4514|DUI INCAPABLE OF SAFELY OPERATING|DUI
4515|POSSESSION OF MARIJUANA|Marijuana
4516|DUI|DUI
4517|DUI INCAPABLE OF SAFELY OPERATING|DUI
4518|NO DRIVER'S LICENSE|License
4519|UNSAFE LANE CHANGE|Traffic Violation
4520|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4521|RUNAWAY|Runaway
4522|POSSESSION OF MARIJUANA|Marijuana
4523|RUNAWAY|Runaway
4524|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
4525|BURGLARY NON RESIDENCE|Burglary
4526|LARCENY B FROM AUTO|Larceny
4527|DUI|DUI
4528|DUI INCAPABLE OF SAFELY OPERATING|DUI
4529|DEFECTIVE TAILLIGHT|Traffic Violation
4530|NO PROOF OF INSURANCE|Insurance
4531|INTIMIDATION|Intimidation
4532|INTIMIDATION DOMESTIC VIOLENCE|Intimidation
4533|OTHER DESTRUCTION TO PROPERTY|Property Damage
4534|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4535|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4536|DISPLAY ALTERED TAG|Traffic Violation
4537|VIOLATION OF PROTECTIVE ORDER|Court Order
4538|AGGRAVATED ASSAULT|Assault
4539|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4540|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4541|FORCIBLE RAPE/DOMESTIC VIOLENCE|Rape
4542|BATTERY DOMESTIC VIOLENCE|Battery
4543|POSSESSION OF FIREARM BY A FELON|Firearms
4544|POSSESSION OPIATES, OPIUM OR NARCOTICS|Narcotics
4545|POSSESSION OF MARIJUANA|Marijuana
4546|POSSESSION OF PARAPHERNALIA|Misc Drugs
4547|STOLEN PROPERTY BUYING|Theft
4548|STOLEN PROPERTY BUYING|Theft
4549|POSSESSION OPIATES, OPIUM OR NARCOTICS|Narcotics
4550|UNLAWFUL POSSESSION OF METH|Meth
4551|POSSESSION OF PARAPHERNALIA|Misc Drugs
4552|LARCENY B SHOPLIFT|Larceny
4553|NO PROOF OF INSURANCE|Insurance
4554|DISPLAY ALTERED TAG|Traffic Violation
4555|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4556|RUNAWAY|Runaway
4557|UNLAWFUL POSSESSION OF METH|Meth
4558|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4559|DOMESTIC BATTERY BODILY HARM|Battery
4560|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
4561|UNLAWFUL POSSESSION OF METH|Meth
4562|DUI|DUI
4563|DUI INCAPABLE OF SAFELY OPERATING|DUI
4564|RUN RED LIGHT|Traffic Violation
4565|AGGRAVATED BATTERY|Battery
4566|ROBBERY, HIGHWAY, AGGRAVATED|Robbery
4567|GLASS BREAKAGE BB/PELLET GUN|Property Damage
4568|DESTRUCTION OF PROPERTY DOMESTIC VIOLENCE|Property Damage
4569|AGGRAVATED BATTERY, DOMESTIC VIOLENCE|Battery
4570|LOUD NOISE PROHIBITED|Disturbance
4571|VIOLATE DRIVERS LICENSE RESTRICTION|License
4572|DISPLAY ALTERED TAG|Traffic Violation
4573|NO PROOF OF INSURANCE|Insurance
4574|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
4575|OBSTRUCT LEGAL PROCESS|Obstruction
4576|BATTERY BODILY HARM DOMESTIC|Battery
4577|BATTERY PHYSICAL CONTACT/RUDE MANNER|Battery
4578|DUI INCAPABLE OF SAFELY OPERATING|DUI
4579|DUI SECOND|DUI
4580|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
4581|DUI|DUI
4582|IMPEDE TRAFFIC FLOW AT SIGNAL LIGHT|Speed Limit
4583|DUI|DUI
4584|CRIMINAL TRESPASS|Trespass
4585|PETIT THEFT|Theft
4586|VIOLATION OF PROTECTIVE ORDER DOMESTIC VIOLENCE|Court Order
4587|TRESPASS PRIVATE PROPERTY DEFY RESTRAINING ORDER DOMESTIC VIOLENCE|Court Order
4588|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4589|WILLFUL CRIMINAL DAMAGE TO PROPERTY|Property Damage
4590|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4591|POSSESSION OF MARIJUANA|Marijuana
4592|POSSESSION OF PARAPHERNALIA|Misc Drugs
4593|POSSESSION OF MARIJUANA|Marijuana
4594|POSSESSION OF PARAPHERNALIA|Misc Drugs
4595|LARCENY B FROM AUTO|Larceny
4596|BURGLARY NON RESIDENCE|Burglary
4597|SIMPLE ASSAULT LAW ENFORCEMENT OFFICER|Assault
4598|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4599|CRIMINAL TRESPASS|Trespass
4600|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4601|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4602|FAILURE TO REDUCE SPEED|Speed Limit
4603|VIOLATION OF PROTECTIVE ORDER|Court Order
4604|BATTERY DOMESTIC VIOLENCE|Battery
4605|UNLAWFUL POSSESSION OF METH|Meth
4606|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4607|RESIST/OBSTRUCT ARREST|Obstruction
4608|VIOLATION OF PROTECTION FROM ABUSE|Court Order
4609|CRIMINAL TRESPASS|Trespass
4610|LARCENY B SHOPLIFT|Larceny
4611|LARCENY B SHOPLIFT|Larceny
4612|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4613|ILLEGAL TAG|Traffic Violation
4614|CRIMINAL DAMAGE TO PROPERTY|Property Damage
4615|PETIT THEFT|Theft
4616|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4617|DRIVE UNDER THE INFLUENCE|DUI
4618|DUI CHILD ENDANGERMENT|DUI
4619|RECKLESS DRIVING|Traffic Violation
4620|RESTRICT ON LICENSE: SUSPENDED/REVOKE|License
4621|DRIVING WHILE LICENSE CANCELLED/SUSPENDED/REVOKED|License
4622|SPEED 30 MPH|Speed Limit
4623|FAILURE TO DRIVE WITHIN MARKED LANE|Traffic Violation
4624|FAILURE TO SIGNAL TURN|Traffic Violation
4625|NO SEAT BELT|Traffic Violation
4626|CHILD RESTRAINT|Traffic Violation
4627|POSSESSION OF CONTROL MARIJUANA/HALLUCINOGENICS|Marijuana
4628|POSSESSION OF DRUG PARAPHERNALIA|Misc Drugs
4629|TRANSPORT OPEN ALCOHOLIC BEVERAGES|Alcohol
4630|CRIMINAL TRESPASS|Trespass
4631|DRIVING ON SUSPENDED/REVOKED/CANCELLED/FRAUDULENT DRIVERS LICENSE|License
4632|ILLEGAL TAG|Traffic Violation
4633|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4634|INTERFERE WITH LAW ENFORCEMENT OBSTRUCT, RESIST, ETC|Interference
4635|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
4636|ASSAULT, DOMESTIC VIOLENCE|Assault
4637|WILLFUL CRIMINAL DAMAGE TO PROPERTY DOMESTIC VIOLENCE|Property Damage
